word	rank	track	len	pts	hook	hookClass	hookRank	hookOwned	myRate	fieldRate	topQRate	nTopQ	achievable	rateGap	presPerGame	nCur	expectedGain	expectedGainShrunk	belief	status	findability	findabilityScore	freeShare	pathCount	vowelInitial	pAppear_4x4_casual	pAppear_4x4_goodCasual	pAppear_4x4_spam	pAppear_5x5_casual	pAppear_5x5_goodCasual	pAppear_5x5_spam
STERES	110	par	6	1400	TERE	additive	13	20	0.2619	0.25908	0.39062	64	0.39062	0.12872	0.029319	84	5.2836	4.9907	0.35524	learning	findable	0.66667	0.79762	1.2262	False	0.013184	0.023599	0.0795	0.010959	0.023905	0.044822
METER	111	par	5	800	ETER	additive	64	13	0.23529	0.35638	0.51282	39	0.51282	0.27753	0.023735	68	5.2696	4.8563	0.32721	unknown	findable	0.57151	0.45588	1.3529	False	0.014452	0.01931	0.034835	0.018297	0.027328	0.038501
HONER	112	par	5	800	HON	additive	93	2	0.33721	0.51837	0.55556	72	0.55556	0.21835	0.030017	86	5.2434	4.9143	0.45589	learning	findable	0.58813	0.53488	1.3256	False	0.018901	0.021975	0.02482	0.036467	0.050594	0.064212
RATHE	113	par	5	800	ATHE	additive	95	16	0.19811	0.24631	0.375	80	0.375	0.17689	0.036998	106	5.2356	5.0444	0.27245	unknown	findable	0.89391	0.79245	1.4906	False	0.026397	0.03353	0.05067	0.039875	0.054639	0.068585
DERAIL	114	par	6	1400	DERA	additive	6	13	0.053571	0.1	0.24324	37	0.24324	0.18967	0.019546	56	5.1903	5.0875	0.091261	unknown	findable	0.68121	0.78571	1.25	False	0.006942	0.010892	0.027725	0.012485	0.024917	0.042562
STONE	115	par	5	800	STON	additive	337	18	0.55429	0.58135	0.66	150	0.66	0.10571	0.061082	175	5.1658	4.7477	0.74798	known	findable	0.84503	0.74857	1.4571	False	0.040196	0.05345	0.08518	0.049288	0.072834	0.096725
PASTER	116	par	6	1400	ASTE	additive	12	119	0.63462	0.67429	0.83721	43	0.83721	0.20259	0.01815	52	5.1479	4.3287	0.81779	known	findable	0.82936	0.78846	1.3846	False	0.007036	0.011971	0.03515	0.010186	0.021003	0.036396
DARES	117	par	5	800	ARES	additive	72	67	0.46277	0.50168	0.56	150	0.56	0.097234	0.06562	188	5.1044	4.7483	0.61995	learning	findable	0.80144	0.80319	1.3457	False	0.032724	0.052153	0.11488	0.042763	0.078674	0.11824
TRAINS	118	par	6	1400	TRAI	additive	21	11	0.50617	0.45753	0.63492	63	0.63492	0.12875	0.028272	81	5.096	4.4822	0.80783	known	findable	0.85367	0.91358	1.3457	False	0.011701	0.018598	0.050835	0.019495	0.035094	0.05639
METRE	119	par	5	800	ETRE	additive	101	2	0.064103	0.19792	0.29787	47	0.29787	0.23377	0.027225	78	5.0915	4.949	0.094404	unknown	findable	0.33912	0.34615	1.1667	False	0.015043	0.019983	0.03588	0.019119	0.028197	0.040226
CARTE	120	par	5	800	ARTE	additive	70	38	0.57759	0.62109	0.73469	98	0.73469	0.15711	0.040489	116	5.0889	4.6035	0.78441	known	findable	0.91325	0.89655	1.4224	False	0.023329	0.033002	0.07067	0.03429	0.055427	0.08414
MEATS	121	par	5	800	EATS	additive	62	45	0.45833	0.46519	0.64789	71	0.64789	0.18955	0.033508	96	5.0812	4.618	0.58219	learning	findable	0.71923	0.69792	1.3438	False	0.020782	0.029032	0.05452	0.027594	0.042035	0.057443
SERINE	122	alpha	6	1400	ERIN	additive	39	19	0.011364	0.042904	0.12941	85	0.12941	0.11805	0.030716	88	5.0763	5.1274	0.026535	unknown	findable	0.7079	0.78409	1.2727	False	0.01577	0.026274	0.07304	0.016449	0.033915	0.059622
NONES	123	par	5	800	ONES	additive	4	13	0.16667	0.35153	0.41791	67	0.41791	0.25124	0.025131	72	5.0512	4.8635	0.23151	unknown	findable	0.65489	0.43056	1.5	False	0.019296	0.023451	0.02717	0.023741	0.03358	0.042106
SNEER	124	par	5	800	SNE	additive	119	4	0.099099	0.1453	0.26136	88	0.26136	0.16226	0.038743	111	5.0294	4.952	0.14047	unknown	findable	0.6543	0.36937	1.6126	False	0.027004	0.038487	0.06485	0.02571	0.038867	0.049616
TILTER	125	par	6	1400	TILTE	additive	103	3	0.16667	0.33511	0.59375	32	0.59375	0.42708	0.008377	24	5.0087	4.6932	0.19695	unknown	findable	0.51874	0.625	1.2083	False	0.006184	0.008756	0.01669	0.008929	0.015458	0.02343
LITES	126	par	5	800	ITES	additive	527	25	0.52217	0.54734	0.61039	154	0.61039	0.088222	0.070855	203	5.0008	4.5768	0.70209	known	findable	0.86464	0.80788	1.4138	False	0.035741	0.0511	0.10066	0.04658	0.079242	0.12119
ONCES	127	alpha	5	800	NCE	additive	45	18	0.017241	0.086538	0.325	40	0.325	0.30776	0.020244	58	4.9843	4.833	0.034518	unknown	findable	0.496	0.017241	1.4483	True	0.013284	0.014983	0.01683	0.023563	0.030156	0.035036
SHARE	128	par	5	800	SHA	additive	357	28	0.51818	0.52251	0.68	100	0.68	0.16182	0.038394	110	4.9703	4.5634	0.66786	known	findable	0.90986	0.86364	1.4364	False	0.026812	0.036534	0.053495	0.039263	0.057873	0.071894
INNERS	129	par	6	1400	NNER	additive	27	22	0	0.15534	0.29032	31	0.29032	0.29032	0.012216	35	4.9654	4.836	0.018401	unknown	findable	0.56094	0.085714	1.6	True	0.006963	0.009966	0.01843	0.009278	0.016023	0.023612
TRAIN	130	par	5	800	TRAI	additive	21	11	0.44318	0.42096	0.54412	136	0.54412	0.10094	0.061431	176	4.9605	4.6088	0.66665	known	findable	0.87993	0.78977	1.4602	False	0.032372	0.045083	0.098445	0.050535	0.07999	0.11871
NETES	131	par	5	800	NET	additive	40	23	0.092105	0.11395	0.2087	115	0.2087	0.11659	0.053054	152	4.9485	4.9183	0.13032	unknown	findable	0.69769	0.55263	1.4408	False	0.036258	0.051726	0.10235	0.032572	0.053116	0.079024
NITRE	132	par	5	800	NITR	additive	38	8	0.3629	0.3269	0.43429	175	0.43429	0.071382	0.086562	248	4.9432	4.6724	0.52784	learning	findable	0.67996	0.47581	1.5081	False	0.043065	0.060167	0.12776	0.05958	0.095418	0.14599
HEARE	133	par	5	800	HEAR	additive	8	15	0.41284	0.44675	0.575	80	0.575	0.16216	0.038045	109	4.9354	4.5394	0.55154	learning	findable	0.63999	0.86239	1.1376	False	0.025561	0.034561	0.05964	0.028221	0.04336	0.059553
WALER	134	par	5	800	LER	additive	124	151	0.23913	0.36522	0.62162	37	0.62162	0.38249	0.016056	46	4.913	4.524	0.33677	unknown	findable	0.43472	0.43478	1.2391	False	0.006364	0.007934	0.010315	0.012778	0.018051	0.02138
LACET	135	alpha	5	800	LACE	additive	109	6	0.028169	0.078125	0.27451	51	0.27451	0.24634	0.024782	71	4.8838	4.7871	0.048469	unknown	findable	0.74549	0.80282	1.2958	False	0.012661	0.015363	0.023545	0.022414	0.030658	0.039899
SANEST	136	par	6	1400	SANE	additive	54	3	0.10769	0.175	0.26087	46	0.26087	0.15318	0.022688	65	4.8653	4.7426	0.18927	unknown	findable	0.79202	0.86154	1.3077	False	0.012653	0.020241	0.05019	0.013203	0.024493	0.040046
TACES	137	par	5	800	ACES	additive	77	18	0.19149	0.26151	0.37662	77	0.37662	0.18513	0.03281	94	4.8594	4.6819	0.25054	unknown	findable	0.69788	0.70213	1.3191	False	0.021655	0.028266	0.04561	0.030156	0.042792	0.055773
MAIRE	138	par	5	800	AIRE	additive	47	11	0.05618	0.12551	0.25	56	0.25	0.19382	0.031065	89	4.8168	4.7339	0.091433	unknown	findable	0.65008	0.5618	1.3708	False	0.016557	0.022085	0.039145	0.02621	0.039946	0.055499
HEARS	139	par	5	800	HEAR	additive	8	15	0.5082	0.55938	0.64948	97	0.64948	0.14129	0.042583	122	4.8132	4.3765	0.65827	known	findable	0.76054	0.81148	1.3033	False	0.02763	0.038323	0.06339	0.037412	0.055611	0.070649
TILER	140	par	5	800	LER	additive	124	151	0.51748	0.5329	0.6378	127	0.6378	0.12031	0.049913	143	4.8041	4.4204	0.75949	known	findable	0.70165	0.68531	1.3357	False	0.027966	0.038885	0.077055	0.041482	0.068243	0.10048
TEATS	141	par	5	800	EATS	additive	62	45	0.35366	0.33917	0.45833	120	0.45833	0.10467	0.057243	164	4.7935	4.5098	0.47133	learning	findable	0.65326	0.83537	1.1829	False	0.039424	0.056732	0.11472	0.035334	0.05521	0.079898
SORTES	142	par	6	1400	SORT	additive	42	7	0.088608	0.10256	0.21277	47	0.21277	0.12416	0.027574	79	4.793	4.7302	0.13547	unknown	findable	0.5347	0.62025	1.2278	False	0.012659	0.021323	0.055015	0.014281	0.027256	0.045442
DRAINS	143	par	6	1400	RAIN	additive	90	19	0.14286	0.21101	0.375	32	0.375	0.23214	0.01466	42	4.7644	4.5016	0.25596	unknown	findable	0.7371	0.92857	1.2381	False	0.005534	0.008143	0.01809	0.011504	0.02008	0.030294
NONETS	144	alpha	6	1400	NET	additive	40	23	0	0.092593	0.28571	35	0.28571	0.28571	0.011867	34	4.7469	4.6393	0.020808	unknown	findable	0.73409	0.52941	1.6176	False	0.00797	0.01087	0.01725	0.010093	0.016612	0.023559
TEASER	145	par	6	1400	ASER	additive	293	45	0.56383	0.52967	0.66667	78	0.66667	0.10284	0.03281	94	4.7237	4.1045	0.73162	known	findable	0.79452	0.89362	1.2979	False	0.016962	0.029342	0.08086	0.01468	0.029138	0.048581
ROTA	146	par	4	400	ROT	additive	155	30	0.13019	0.17021	0.22388	268	0.22388	0.093687	0.126	361	4.7219	4.6954	0.17811	unknown	findable	0.69102	0.5928	1.3934	False	0.07942	0.097195	0.14043	0.11753	0.15531	0.19132
TEEND	147	alpha	5	800	EEND	additive	215	0	0	0.065574	0.26	50	0.26	0.26	0.022688	65	4.719	4.6423	0.012176	unknown	findable	0.77169	0.90769	1.4308	False	0.015382	0.018507	0.02613	0.017376	0.023133	0.027862
SIREE	148	alpha	5	800	SIRE	additive	11	5	0.0098039	0.054517	0.175	80	0.175	0.1652	0.035602	102	4.7051	4.7077	0.02157	unknown	findable	0.86124	0.71569	1.5882	False	0.025463	0.034482	0.054435	0.024094	0.03515	0.044004
SHARES	149	par	6	1400	ARES	additive	72	67	0.47826	0.54392	0.6875	32	0.6875	0.20924	0.016056	46	4.7033	3.9626	0.63029	learning	findable	0.70409	0.97826	1.1957	False	0.008176	0.013036	0.027695	0.011003	0.020176	0.030518
CRANES	150	par	6	1400	RANE	additive	174	4	0.39216	0.34333	0.58065	31	0.58065	0.18849	0.017801	51	4.6974	4.0283	0.66543	known	findable	0.89494	0.80392	1.4706	False	0.00668	0.010621	0.025765	0.011452	0.0211	0.033988
SERE	151	par	4	400	EES	cellmate	244	14	0.20561	0.22376	0.28399	331	0.28399	0.07838	0.14939	428	4.6837	4.6164	0.27827	unknown	findable	0.72234	0.50234	1.6752	False	0.098847	0.14214	0.26671	0.082737	0.13379	0.18734
DERATE	152	par	6	1400	DERA	additive	6	13	0.26027	0.19544	0.3913	69	0.3913	0.13103	0.02548	73	4.6741	4.4367	0.36606	learning	findable	0.63395	0.79452	1.1918	False	0.0132	0.022216	0.07095	0.014178	0.030386	0.057488
REASTS	153	par	6	1400	EAST	additive	57	49	0.28261	0.3369	0.4902	51	0.4902	0.20759	0.016056	46	4.6662	4.3738	0.42501	learning	findable	0.84824	0.73913	1.4783	False	0.010279	0.01706	0.04332	0.01091	0.019714	0.030499
SNORT	154	par	5	800	NOR	additive	50	11	0.13433	0.14191	0.25893	112	0.25893	0.1246	0.046771	134	4.6622	4.5905	0.18909	unknown	findable	0.54825	0.35075	1.3731	False	0.02481	0.033935	0.057865	0.040021	0.058363	0.075828
SALLE	155	par	5	800	LLE	additive	74	100	0.4375	0.44751	0.69811	53	0.69811	0.26061	0.022339	64	4.6574	4.2051	0.60399	learning	findable	0.95461	0.84375	1.6094	False	0.012782	0.016308	0.022005	0.016729	0.024156	0.030571
HORSTE	156	alpha	6	1400	RST	additive	51	10	0	0.043796	0.17949	39	0.17949	0.17949	0.018499	53	4.6485	4.6443	0.014055	unknown	findable	0.59174	0.32075	1.4528	False	0.009027	0.012893	0.021045	0.015522	0.024949	0.036205
TETES	157	par	5	800	ETES	additive	88	9	0.049505	0.15507	0.21429	70	0.21429	0.16478	0.035253	101	4.6472	4.6089	0.072431	unknown	findable	0.68768	0.54455	1.4356	False	0.023994	0.033132	0.059225	0.01807	0.027935	0.039946
RESLATE	158	par	7	1800	SLATE	additive	67	18	0.064516	0.11224	0.30303	33	0.30303	0.23851	0.01082	31	4.6454	4.4886	0.14743	unknown	findable	0.65381	0.90323	1.129	False	0.003788	0.007187	0.025005	0.004625	0.010321	0.020004
TASTES	159	par	6	1400	ASTE	additive	12	119	0.46	0.45924	0.65	40	0.65	0.19	0.017452	50	4.6422	4.0376	0.57989	learning	findable	0.54647	0.74	1.1	False	0.010551	0.016637	0.04031	0.009377	0.017273	0.028416
TROTS	160	par	5	800	ROT	additive	155	30	0.15534	0.15582	0.31579	57	0.31579	0.16045	0.035951	103	4.6147	4.4346	0.22159	unknown	findable	0.58538	0.70874	1.2136	False	0.021419	0.029336	0.047195	0.02618	0.038737	0.05068
RIALS	161	par	5	800	RIAL	additive	61	7	0.10784	0.13861	0.26966	89	0.26966	0.16182	0.035602	102	4.6089	4.5316	0.15949	unknown	findable	0.48658	0.19608	1.3627	False	0.017708	0.023935	0.043695	0.03024	0.045918	0.062517
HASTE	162	par	5	800	ASTE	additive	12	119	0.48092	0.56659	0.60684	117	0.60684	0.12592	0.045724	131	4.6061	4.2509	0.61608	learning	findable	0.7719	0.65649	1.4504	False	0.031821	0.042175	0.059865	0.043527	0.064846	0.084927
SAIRED	163	par	6	1400	AIRE	additive	47	11	0.39726	0.32877	0.52632	57	0.52632	0.12906	0.02548	73	4.6037	4.1387	0.5934	learning	findable	0.95102	0.91781	1.4795	False	0.009817	0.016529	0.042785	0.015287	0.029887	0.0492
LINER	164	par	5	800	INER	additive	73	37	0.5906	0.61502	0.70093	107	0.70093	0.11033	0.052007	149	4.5904	4.0528	0.85376	known	findable	0.82971	0.81879	1.3624	False	0.025727	0.036125	0.07315	0.041086	0.0705	0.1093
ALIEN	165	alpha	5	800	LIEN	additive	75	3	0.0074074	0.045692	0.12903	93	0.12903	0.12162	0.04712	135	4.5848	4.6368	0.017145	unknown	findable	0.56186	0.42963	1.3556	True	0.026094	0.033819	0.055705	0.038845	0.058027	0.080656
SPANE	166	par	5	800	SPAN	additive	123	2	0.21154	0.33465	0.52632	38	0.52632	0.31478	0.01815	52	4.5706	4.2337	0.30538	unknown	findable	0.81957	0.96154	1.3077	False	0.01087	0.014064	0.021875	0.016882	0.023234	0.029358
HOAST	167	par	5	800	OAST	additive	94	10	0.10959	0.17969	0.33333	48	0.33333	0.22374	0.02548	73	4.5608	4.3914	0.15259	unknown	findable	0.44458	0.43836	1.2466	False	0.016564	0.018141	0.01722	0.030427	0.036426	0.039911
LOOSE	168	par	5	800	OOSE	additive	105	4	0.35714	0.48675	0.64865	37	0.64865	0.29151	0.019546	56	4.5583	4.0559	0.46166	learning	findable	0.77811	0.73214	1.375	False	0.013395	0.01559	0.0154	0.016751	0.021829	0.024385
ROSTS	169	par	5	800	ROST	additive	117	2	0.33784	0.36085	0.55814	43	0.55814	0.2203	0.025829	74	4.5521	4.0862	0.4571	learning	findable	0.4895	0.52703	1.2432	False	0.015945	0.021625	0.036495	0.02052	0.029397	0.038138
STEAL	170	par	5	800	TEAL	additive	143	17	0.46995	0.44338	0.55901	161	0.55901	0.089061	0.063874	183	4.551	4.2285	0.63033	learning	findable	0.7911	0.68306	1.4481	False	0.038342	0.059256	0.13326	0.044298	0.076843	0.11795
STADES	171	par	6	1400	TAD	additive	81	2	0.29412	0.24815	0.56667	30	0.56667	0.27255	0.011867	34	4.5282	4.0842	0.42568	learning	findable	0.44033	0.58824	1.1176	False	0.007537	0.011505	0.027835	0.009659	0.01731	0.025987
TERAS	172	alpha	5	800	ERAS	additive	1	15	0.031056	0.028348	0.081395	258	0.081395	0.050339	0.11239	322	4.5262	4.6162	0.045935	unknown	findable	0.68639	0.50311	1.4814	False	0.059913	0.099169	0.25163	0.063571	0.11825	0.18651
CINES	173	par	5	800	INES	additive	60	43	0.3578	0.39206	0.50633	79	0.50633	0.14853	0.038045	109	4.5207	4.1891	0.48408	learning	findable	0.62417	0.38532	1.4679	False	0.020709	0.02784	0.0473	0.032567	0.051657	0.075064
NITE	174	par	4	400	NIT	additive	748	24	0.48975	0.46069	0.55607	428	0.55607	0.066321	0.17033	488	4.5186	4.2918	0.67099	known	findable	0.72826	0.56557	1.4939	False	0.11633	0.14479	0.23883	0.14497	0.20486	0.28244
SHITES	175	par	6	1400	HIT	additive	85	5	0.44444	0.48182	0.7	30	0.7	0.25556	0.012565	36	4.4956	3.8649	0.57566	learning	findable	0.68579	0.75	1.2778	False	0.007527	0.009984	0.01552	0.010837	0.017055	0.023888
SIDER	176	par	5	800	IDER	additive	159	15	0.3432	0.34891	0.43796	137	0.43796	0.094761	0.058988	169	4.4718	4.2337	0.48044	learning	findable	0.53678	0.40237	1.3432	False	0.027825	0.040414	0.07735	0.040019	0.066295	0.095727
RANCE	177	par	5	800	NCE	additive	45	18	0.090909	0.20789	0.33333	51	0.33333	0.24242	0.023037	66	4.4677	4.3231	0.13776	unknown	findable	0.72201	0.63636	1.3939	False	0.013892	0.016943	0.023795	0.024209	0.032873	0.039984
TASTE	178	par	5	800	ASTE	additive	12	119	0.52055	0.50635	0.62992	127	0.62992	0.10937	0.05096	146	4.4589	4.0739	0.68795	known	findable	0.67567	0.69178	1.3082	False	0.038889	0.055229	0.10472	0.036529	0.058446	0.084054
TARTER	179	par	6	1400	ARTE	additive	70	38	0.25	0.27885	0.45714	35	0.45714	0.20714	0.015358	44	4.4538	4.096	0.33992	unknown	findable	0.66242	0.88636	1.1591	False	0.009072	0.014108	0.03677	0.009611	0.018062	0.031526
SCARE	180	par	5	800	CAR	additive	110	70	0.36607	0.3865	0.50794	63	0.50794	0.14187	0.039092	112	4.4367	4.0109	0.48689	learning	findable	0.87027	0.9375	1.3571	False	0.020339	0.029079	0.05411	0.028768	0.046249	0.063444
RATINES	181	par	7	1800	INES	additive	60	43	0.20968	0.25625	0.32258	62	0.32258	0.1129	0.02164	62	4.3979	4.2014	0.43019	learning	findable	0.97693	0.95161	1.5484	False	0.006789	0.012914	0.05186	0.011184	0.024914	0.050543
ALINED	182	par	6	1400	INED	additive	48	16	0.30435	0.35461	0.5	42	0.5	0.19565	0.016056	46	4.3979	4.035	0.49682	learning	findable	0.87547	0.82609	1.413	True	0.0071	0.010346	0.02199	0.013242	0.024471	0.039661
NOTER	183	par	5	800	NOT	additive	1090	14	0.5	0.5	0.58333	156	0.58333	0.083333	0.06562	188	4.3746	4.0112	0.69969	known	findable	0.71617	0.57979	1.4468	False	0.038358	0.051656	0.08966	0.053542	0.085414	0.12208
CARES	184	par	5	800	ARES	additive	72	67	0.67532	0.68336	0.77698	139	0.77698	0.10165	0.053752	154	4.3713	3.8786	0.85938	known	findable	0.93317	0.95455	1.4351	False	0.028004	0.044041	0.10293	0.036884	0.068889	0.10949
DARE	185	par	4	400	DEA	cellmate	184	30	0.43363	0.47339	0.52569	253	0.52569	0.092063	0.11832	339	4.3573	4.1143	0.59739	learning	findable	0.6159	0.38348	1.4513	False	0.074145	0.097717	0.1561	0.097503	0.14273	0.18459
TENTS	186	par	5	800	ENTS	additive	29	11	0.44262	0.43765	0.57009	107	0.57009	0.12747	0.042583	122	4.3425	4.0124	0.57817	learning	findable	0.57041	0.68033	1.2213	False	0.030348	0.041088	0.07243	0.030862	0.046919	0.066455
LITER	187	par	5	800	ITER	additive	46	31	0.56707	0.56611	0.66187	139	0.66187	0.094797	0.057243	164	4.3412	3.9173	0.79917	known	findable	0.73209	0.70122	1.3537	False	0.030515	0.043752	0.09325	0.04555	0.078729	0.1243
LISTEN	188	par	6	1400	ISTE	additive	102	24	0.18571	0.17561	0.3125	64	0.3125	0.12679	0.024433	70	4.3368	4.1818	0.30331	unknown	findable	0.73246	0.75714	1.3143	False	0.010287	0.015616	0.033815	0.01635	0.029976	0.049127
TAMIN	189	par	5	800	AMIN	additive	180	5	0.11392	0.19484	0.31034	58	0.31034	0.19642	0.027574	79	4.3329	4.2024	0.17421	unknown	findable	0.80185	0.68354	1.4684	False	0.013026	0.015797	0.02698	0.025023	0.034638	0.047055
ESTATE	190	alpha	6	1400	TATE	additive	128	14	0.087719	0.099099	0.24324	37	0.24324	0.15552	0.019895	57	4.3319	4.2272	0.12429	unknown	findable	0.67454	0.89474	1.1754	True	0.013086	0.020095	0.04672	0.010142	0.018192	0.029983
LASH	191	par	4	400	LAS	additive	271	54	0.27742	0.40777	0.47748	111	0.47748	0.20006	0.054101	155	4.3294	4.1163	0.36476	learning	findable	0.59523	0.65161	1.2645	False	0.033171	0.03778	0.041495	0.062397	0.077431	0.087389
REAST	192	par	5	800	EAST	additive	57	49	0.30769	0.29233	0.3595	242	0.3595	0.051812	0.10436	299	4.3258	4.1578	0.42221	learning	findable	0.75646	0.64883	1.4348	False	0.055581	0.08949	0.20901	0.058914	0.10302	0.1538
TILES	193	par	5	800	ILES	additive	847	20	0.57927	0.58807	0.67333	150	0.67333	0.094065	0.057243	164	4.3076	3.905	0.78512	known	findable	0.73924	0.70122	1.3598	False	0.033749	0.047473	0.086035	0.043761	0.070937	0.10075
TRONES	194	par	6	1400	ONES	additive	4	13	0.36364	0.35842	0.46341	82	0.46341	0.099778	0.030716	88	4.2906	3.9674	0.57914	learning	findable	0.8024	0.64773	1.5568	False	0.014714	0.02341	0.05229	0.020555	0.036554	0.055387
SNIPE	195	par	5	800	IPE	additive	99	11	0.022222	0.16333	0.36364	44	0.36364	0.34141	0.015707	45	4.29	4.1545	0.048312	unknown	findable	0.48946	0.15556	1.3778	False	0.010929	0.013597	0.018955	0.017205	0.022939	0.028948
SMEAR	196	par	5	800	MEA	additive	122	30	0.0625	0.13147	0.25455	55	0.25455	0.19205	0.027923	80	4.29	4.2095	0.089551	unknown	findable	0.4162	0.45	1.2125	False	0.015917	0.021749	0.036495	0.022721	0.03342	0.041464
HALES	197	par	5	800	HALE	additive	14	5	0.46591	0.51577	0.64045	89	0.64045	0.17454	0.030716	88	4.2889	3.953	0.58337	learning	findable	0.74328	0.71591	1.3523	False	0.020161	0.026796	0.036255	0.031864	0.048005	0.061899
SEINE	198	alpha	5	800	SEIN	additive	382	0	0.029412	0.045699	0.11972	142	0.11972	0.090307	0.059337	170	4.2868	4.3384	0.045036	unknown	hard to see	0.28269	0.17647	1.3176	False	0.040511	0.05717	0.10798	0.03747	0.061574	0.090894
NITER	199	par	5	800	ITER	additive	46	31	0.50177	0.43441	0.55598	259	0.55598	0.054218	0.098778	283	4.2844	3.975	0.72272	known	findable	0.74995	0.58657	1.5124	False	0.05113	0.074975	0.17021	0.068189	0.11968	0.19446
SHEAR	200	par	5	800	HEAR	additive	8	15	0.37615	0.39205	0.51648	91	0.51648	0.14034	0.038045	109	4.2713	3.9733	0.49727	learning	findable	0.85549	0.78899	1.422	False	0.026619	0.03554	0.05397	0.036985	0.051916	0.062978
DRAIN	201	par	5	800	RAIN	additive	90	19	0.13402	0.16732	0.29167	72	0.29167	0.15765	0.033857	97	4.2699	4.1581	0.20682	unknown	findable	0.7282	0.80412	1.2784	False	0.01594	0.020611	0.03596	0.030697	0.046262	0.063709
SHITS	202	par	5	800	HIT	additive	85	5	0.29167	0.37338	0.60976	41	0.60976	0.31809	0.016754	48	4.2634	3.9045	0.37296	learning	findable	0.50639	0.66667	1.1458	False	0.01266	0.014454	0.01714	0.020104	0.025202	0.029063
DAINT	203	par	5	800	AINT	additive	15	7	0.034884	0.11872	0.21212	66	0.21212	0.17724	0.030017	86	4.2562	4.2237	0.061213	unknown	findable	0.43154	0.38372	1.2558	False	0.015734	0.018989	0.027985	0.030796	0.041072	0.05309
RATELS	204	alpha	6	1400	ATEL	additive	32	9	0.014493	0.031873	0.14062	64	0.14062	0.12613	0.024084	69	4.2528	4.2931	0.033772	unknown	findable	0.78461	0.7971	1.3333	False	0.011047	0.018126	0.051495	0.016012	0.03126	0.051478
SHORE	205	par	5	800	SHOR	additive	98	3	0.44828	0.52372	0.62319	69	0.62319	0.17491	0.030366	87	4.2492	3.8403	0.59036	learning	findable	0.93064	0.83908	1.5057	False	0.021804	0.027114	0.03113	0.035289	0.047445	0.055232
ORATES	206	par	6	1400	ATES	additive	19	82	0.29008	0.21332	0.35644	101	0.35644	0.066359	0.045724	131	4.2479	4.0017	0.42666	learning	findable	0.95059	0.85496	1.5573	True	0.021067	0.036504	0.10663	0.026846	0.055028	0.096549
STILT	207	par	5	800	STIL	additive	25	13	0.14815	0.24432	0.42857	49	0.42857	0.28042	0.018848	54	4.2284	4.0302	0.20948	unknown	findable	0.56614	0.55556	1.2963	False	0.013047	0.016413	0.02358	0.018607	0.026343	0.034556
DERATES	208	par	7	1800	DERA	additive	6	13	0.2	0.20833	0.42424	33	0.42424	0.22424	0.010471	30	4.2266	3.939	0.41481	learning	findable	0.73257	0.83333	1.2667	False	0.004566	0.009202	0.044005	0.00556	0.014307	0.032122
SENTE	209	par	5	800	ENTE	additive	5	15	0.21528	0.28491	0.31967	122	0.31967	0.10439	0.050262	144	4.1976	4.0737	0.29075	unknown	findable	0.62032	0.57639	1.3333	False	0.03988	0.056704	0.11081	0.035872	0.057928	0.085864
